pathwayName,sourceId,type,metabolite
Toll Like Receptor TLR6:TLR2 Cascade,R-HSA-168188,reactome,Phosphate
Platelet sensitization by LDL,R-HSA-432142,reactome,cholesterol
Mitochondrial translation elongation,R-HSA-5389840,reactome,Phosphate
Programmed Cell Death,R-HSA-5357801,reactome,Phosphate
Binding and Uptake of Ligands by Scavenger Receptors,R-HSA-2173782,reactome,cholesterol
Binding and Uptake of Ligands by Scavenger Receptors,R-HSA-2173782,reactome,Mannose
SOS-mediated signalling,R-HSA-112412,reactome,Phosphate
Keratinization,R-HSA-6805567,reactome,cholesterol
Propionyl-CoA catabolism,R-HSA-71032,reactome,Phosphate
Plasma lipoprotein clearance,R-HSA-8964043,reactome,cholesterol
Gene Silencing by RNA,R-HSA-211000,reactome,Phosphate
DAP12 signaling,R-HSA-2424491,reactome,Phosphate
DAP12 signaling,R-HSA-2424491,reactome,Nicotinamide
Processing of Capped Intron-Containing Pre-mRNA,R-HSA-72203,reactome,Phosphate
Synthesis of PIPs at the ER membrane,R-HSA-1483248,reactome,Phosphate
Transcription of the HIV genome,R-HSA-167172,reactome,Phosphate
Negative regulation of the PI3K/AKT network,R-HSA-199418,reactome,Phosphate
Synthesis of PIPs at the Golgi membrane,R-HSA-1660514,reactome,Phosphate
PIP3 activates AKT signaling,R-HSA-1257604,reactome,Nicotinamide
PIP3 activates AKT signaling,R-HSA-1257604,reactome,Phosphate
Homology Directed Repair,R-HSA-5693538,reactome,Phosphate
Homology Directed Repair,R-HSA-5693538,reactome,Nicotinamide
Striated Muscle Contraction,R-HSA-390522,reactome,Phosphate
Post-chaperonin tubulin folding pathway,R-HSA-389977,reactome,Phosphate
Metabolism of water-soluble vitamins and cofactors,R-HSA-196849,reactome,Pantothenate
Metabolism of water-soluble vitamins and cofactors,R-HSA-196849,reactome,Nicotinamide
Metabolism of water-soluble vitamins and cofactors,R-HSA-196849,reactome,Phosphate
Metabolism of water-soluble vitamins and cofactors,R-HSA-196849,reactome,Lactate
Metabolism of water-soluble vitamins and cofactors,R-HSA-196849,reactome,Pyruvate
Metabolism of water-soluble vitamins and cofactors,R-HSA-196849,reactome,1-Methylnicotinamide
Defective SLC34A2 causes pulmonary alveolar microlithiasis (PALM),R-HSA-5619045,reactome,Phosphate
Formation of Incision Complex in GG-NER,R-HSA-5696395,reactome,Phosphate
Clathrin derived vesicle budding,R-HSA-421837,reactome,Phosphate
FCERI mediated MAPK activation,R-HSA-2871796,reactome,Phosphate
Defective LARGE causes MDDGA6 and MDDGB6,R-HSA-5083627,reactome,Glucuronate
Histamine receptors,R-HSA-390650,reactome,Histamine
"Cobalamin (Cbl, vitamin B12) transport and metabolism",R-HSA-196741,reactome,Phosphate
Keratan sulfate degradation,R-HSA-2022857,reactome,Galactose
Signalling by NGF,R-HSA-166520,reactome,Adenosine
Signalling by NGF,R-HSA-166520,reactome,Phosphate
Signalling by NGF,R-HSA-166520,reactome,Nicotinamide
Ribosomal scanning and start codon recognition,R-HSA-72702,reactome,Phosphate
Diseases of signal transduction,R-HSA-5663202,reactome,Phosphate
Diseases of signal transduction,R-HSA-5663202,reactome,cholesterol
Signaling by Wnt,R-HSA-195721,reactome,Phosphate
Signaling by Wnt,R-HSA-195721,reactome,Nicotinamide
Tryptophan catabolism,R-HSA-71240,reactome,Pyruvate
Tryptophan catabolism,R-HSA-71240,reactome,Kynurenine
Cyclin A:Cdk2-associated events at S phase entry,R-HSA-69656,reactome,Phosphate
"Gamma carboxylation, hypusine formation and arylsulfatase activation",R-HSA-163841,reactome,Spermidine
VEGFR2 mediated cell proliferation,R-HSA-5218921,reactome,Sphingosine
VEGFR2 mediated cell proliferation,R-HSA-5218921,reactome,Phosphate
IGF1R signaling cascade,R-HSA-2428924,reactome,Phosphate
Degradation of the extracellular matrix,R-HSA-1474228,reactome,Phosphate
Sema4D in semaphorin signaling,R-HSA-400685,reactome,Phosphate
Ion channel transport,R-HSA-983712,reactome,Urate
Ion channel transport,R-HSA-983712,reactome,Phosphate
Vitamin E,R-HSA-8877627,reactome,alpha-Tocopherol
Transcriptional activation of mitochondrial biogenesis,R-HSA-2151201,reactome,Nicotinamide
Cooperation of Prefoldin and TriC/CCT  in actin and tubulin folding,R-HSA-389958,reactome,Phosphate
Spry regulation of FGF signaling,R-HSA-1295596,reactome,Phosphate
MHC class II antigen presentation,R-HSA-2132295,reactome,Phosphate
Innate Immune System,R-HSA-168249,reactome,Choline
Innate Immune System,R-HSA-168249,reactome,cholesterol
Innate Immune System,R-HSA-168249,reactome,Phosphate
Innate Immune System,R-HSA-168249,reactome,Nicotinamide
Innate Immune System,R-HSA-168249,reactome,Citrulline
Synthesis of bile acids and bile salts via 24-hydroxycholesterol,R-HSA-193775,reactome,cholesterol
Infectious disease,R-HSA-5663205,reactome,Phosphate
Infectious disease,R-HSA-5663205,reactome,Nicotinamide
Lysosphingolipid and LPA receptors,R-HSA-419408,reactome,Phosphate
Utilization of Ketone Bodies,R-HSA-77108,reactome,Succinate
DARPP-32 events,R-HSA-180024,reactome,Phosphate
Fructose catabolism,R-HSA-70350,reactome,Glycerate
G-protein mediated events,R-HSA-112040,reactome,Phosphate
Interleukin receptor SHC signaling,R-HSA-912526,reactome,Phosphate
Toll Like Receptor 4 (TLR4) Cascade,R-HSA-166016,reactome,Phosphate
"Interleukin-3, 5 and GM-CSF signaling",R-HSA-512988,reactome,Phosphate
Mitochondrial ABC transporters,R-HSA-1369007,reactome,Phosphate
PI3K/AKT activation,R-HSA-198203,reactome,Nicotinamide
PI3K/AKT activation,R-HSA-198203,reactome,Phosphate
ALKBH3 mediated reversal of alkylation damage,R-HSA-112126,reactome,Succinate
Downstream signaling events of B Cell Receptor (BCR),R-HSA-1168372,reactome,Nicotinamide
Downstream signaling events of B Cell Receptor (BCR),R-HSA-1168372,reactome,Phosphate
ALKBH2 mediated reversal of alkylation damage,R-HSA-112122,reactome,Succinate
Acyl chain remodeling of DAG and TAG,R-HSA-1482883,reactome,Glycerol
Chylomicron assembly,R-HSA-8963888,reactome,cholesterol
GAB1 signalosome,R-HSA-180292,reactome,Nicotinamide
GAB1 signalosome,R-HSA-180292,reactome,Phosphate
Signaling by SCF-KIT,R-HSA-1433557,reactome,Nicotinamide
Signaling by SCF-KIT,R-HSA-1433557,reactome,Phosphate
"Interleukin-19,20,22,24,26,28 and 29 signaling",R-HSA-8854691,reactome,Phosphate
Signaling by EGFR,R-HSA-177929,reactome,Phosphate
Signaling by EGFR,R-HSA-177929,reactome,Nicotinamide
Carboxyterminal post-translational modifications of tubulin,R-HSA-8955332,reactome,Phosphate
Eukaryotic Translation Elongation,R-HSA-156842,reactome,Phosphate
Fcgamma receptor (FCGR) dependent phagocytosis,R-HSA-2029480,reactome,Choline
Fcgamma receptor (FCGR) dependent phagocytosis,R-HSA-2029480,reactome,Phosphate
Regulation of TP53 Degradation,R-HSA-6804757,reactome,Phosphate
Agmatine biosynthesis,R-HSA-351143,reactome,Putrescine
Agmatine biosynthesis,R-HSA-351143,reactome,Urea
Calnexin/calreticulin cycle,R-HSA-901042,reactome,Mannose
Adaptive Immune System,R-HSA-1280218,reactome,Nicotinamide
Adaptive Immune System,R-HSA-1280218,reactome,Phosphate
Adaptive Immune System,R-HSA-1280218,reactome,Squalene
Fructose metabolism,R-HSA-5652084,reactome,Glycerate
Oxygen-dependent asparagine hydroxylation of Hypoxia-inducible Factor Alpha,R-HSA-1234162,reactome,Succinate
5-Phosphoribose 1-diphosphate biosynthesis,R-HSA-73843,reactome,Phosphate
Sodium-coupled phosphate cotransporters,R-HSA-427652,reactome,Phosphate
N-glycan antennae elongation in the medial/trans-Golgi,R-HSA-975576,reactome,Mannose
Regulation of RUNX1 Expression and Activity,R-HSA-8934593,reactome,Phosphate
MAPK6/MAPK4 signaling,R-HSA-5687128,reactome,Phosphate
Base Excision Repair,R-HSA-73884,reactome,Phosphate
Base Excision Repair,R-HSA-73884,reactome,Uracil
Base Excision Repair,R-HSA-73884,reactome,Nicotinamide
Base Excision Repair,R-HSA-73884,reactome,adenine
Base Excision Repair,R-HSA-73884,reactome,Hypoxanthine
Base Excision Repair,R-HSA-73884,reactome,"5,6-Dihydrouracil"
Endosomal Sorting Complex Required For Transport (ESCRT),R-HSA-917729,reactome,Phosphate
Purine catabolism,R-HSA-74259,reactome,Urate
Purine catabolism,R-HSA-74259,reactome,Adenosine
Purine catabolism,R-HSA-74259,reactome,Guanine
Purine catabolism,R-HSA-74259,reactome,Phosphate
Purine catabolism,R-HSA-74259,reactome,Xanthine
Purine catabolism,R-HSA-74259,reactome,Guanosine
Purine catabolism,R-HSA-74259,reactome,2'-Deoxyguanosine
Purine catabolism,R-HSA-74259,reactome,Inosine
Purine catabolism,R-HSA-74259,reactome,Hypoxanthine
Diseases of metabolism,R-HSA-5668914,reactome,Maltotriose
Diseases of metabolism,R-HSA-5668914,reactome,Phosphate
Diseases of metabolism,R-HSA-5668914,reactome,Fructose-6-phosphate
Diseases of metabolism,R-HSA-5668914,reactome,Sedoheptulose-7-phosphate
Diseases of metabolism,R-HSA-5668914,reactome,5-Oxoproline
Diseases of metabolism,R-HSA-5668914,reactome,Maltose
Choline catabolism,R-HSA-6798163,reactome,Choline
Choline catabolism,R-HSA-6798163,reactome,Betaine
Creatine metabolism,R-HSA-71288,reactome,Creatine
Creatine metabolism,R-HSA-71288,reactome,Creatinine
Creatine metabolism,R-HSA-71288,reactome,Phosphate
Prolonged ERK activation events,R-HSA-169893,reactome,Phosphate
Ketone body metabolism,R-HSA-74182,reactome,Succinate
TCR signaling,R-HSA-202403,reactome,Phosphate
rRNA modification in the nucleus and cytosol,R-HSA-6790901,reactome,Phosphate
Neurotransmitter release cycle,R-HSA-112310,reactome,Betaine
Neurotransmitter release cycle,R-HSA-112310,reactome,beta-Alanine
Neurotransmitter release cycle,R-HSA-112310,reactome,Ethanolamine
Neurotransmitter release cycle,R-HSA-112310,reactome,Succinate
Neurotransmitter release cycle,R-HSA-112310,reactome,Choline
Neurotransmitter release cycle,R-HSA-112310,reactome,Phosphate
Metabolism of nitric oxide,R-HSA-202131,reactome,Citrulline
Interleukin-7 signaling,R-HSA-1266695,reactome,Nicotinamide
Interleukin-7 signaling,R-HSA-1266695,reactome,Phosphate
Digestion of dietary lipid,R-HSA-192456,reactome,Glycochenodeoxycholate
Digestion of dietary lipid,R-HSA-192456,reactome,Glycerol
Digestion of dietary lipid,R-HSA-192456,reactome,cholesterol
SHC1 events in EGFR signaling,R-HSA-180336,reactome,Phosphate
"GABA synthesis, release, reuptake and degradation",R-HSA-888590,reactome,Betaine
"GABA synthesis, release, reuptake and degradation",R-HSA-888590,reactome,Succinate
"GABA synthesis, release, reuptake and degradation",R-HSA-888590,reactome,beta-Alanine
HDR through MMEJ (alt-NHEJ),R-HSA-5685939,reactome,Nicotinamide
Serotonin Neurotransmitter Release Cycle,R-HSA-181429,reactome,Phosphate
"Metabolism of ingested SeMet, Sec, MeSec into H2Se",R-HSA-2408508,reactome,Adenosine
"Metabolism of ingested SeMet, Sec, MeSec into H2Se",R-HSA-2408508,reactome,Histamine
"Metabolism of ingested SeMet, Sec, MeSec into H2Se",R-HSA-2408508,reactome,Phosphate
"Metabolism of ingested SeMet, Sec, MeSec into H2Se",R-HSA-2408508,reactome,Pyruvate
"Metabolism of ingested SeMet, Sec, MeSec into H2Se",R-HSA-2408508,reactome,1-Methylnicotinamide
"Metabolism of ingested SeMet, Sec, MeSec into H2Se",R-HSA-2408508,reactome,Nicotinamide
Triglyceride catabolism,R-HSA-163560,reactome,Phosphate
Triglyceride catabolism,R-HSA-163560,reactome,cholesterol
Triglyceride catabolism,R-HSA-163560,reactome,Glycerol
Sulfide oxidation to sulfate,R-HSA-1614517,reactome,Malate
RHO GTPases Activate ROCKs,R-HSA-5627117,reactome,Phosphate
Resolution of D-loop Structures through Holliday Junction Intermediates,R-HSA-5693568,reactome,Phosphate
HSP90 chaperone cycle for steroid hormone receptors (SHR),R-HSA-3371497,reactome,Phosphate
MyD88-independent TLR3/TLR4 cascade ,R-HSA-166166,reactome,Phosphate
Bile acid and bile salt metabolism,R-HSA-194068,reactome,cholesterol
Bile acid and bile salt metabolism,R-HSA-194068,reactome,Taurine
Bile acid and bile salt metabolism,R-HSA-194068,reactome,Phosphate
Bile acid and bile salt metabolism,R-HSA-194068,reactome,Glycochenodeoxycholate
DNA Double-Strand Break Repair,R-HSA-5693532,reactome,Nicotinamide
DNA Double-Strand Break Repair,R-HSA-5693532,reactome,Phosphate
Cellular response to heat stress,R-HSA-3371556,reactome,Nicotinamide
Cellular response to heat stress,R-HSA-3371556,reactome,Phosphate
Endogenous sterols,R-HSA-211976,reactome,cholesterol
HDL assembly,R-HSA-8963896,reactome,cholesterol
HDL assembly,R-HSA-8963896,reactome,Phosphate
Synthesis of PC,R-HSA-1483191,reactome,Choline
Synthesis of PC,R-HSA-1483191,reactome,Phosphate
Signaling by FGFR1,R-HSA-5654736,reactome,Phosphate
Histidine catabolism,R-HSA-70921,reactome,beta-Alanine
Histidine catabolism,R-HSA-70921,reactome,Histamine
Histidine catabolism,R-HSA-70921,reactome,Phosphate
The canonical retinoid cycle in rods (twilight vision),R-HSA-2453902,reactome,Phosphate
CLEC7A (Dectin-1) induces NFAT activation,R-HSA-5607763,reactome,Phosphate
Digestion,R-HSA-8935690,reactome,Maltose
Digestion,R-HSA-8935690,reactome,Phosphate
Digestion,R-HSA-8935690,reactome,Glycochenodeoxycholate
Digestion,R-HSA-8935690,reactome,Glycerol
Digestion,R-HSA-8935690,reactome,cholesterol
Digestion,R-HSA-8935690,reactome,Maltotriose
Linoleic acid (LA) metabolism,R-HSA-2046105,reactome,Phosphate
Abacavir metabolism,R-HSA-2161541,reactome,Adenosine
Abacavir metabolism,R-HSA-2161541,reactome,Inosine
Nucleotide salvage,R-HSA-8956321,reactome,Adenosine
Nucleotide salvage,R-HSA-8956321,reactome,Guanosine
Nucleotide salvage,R-HSA-8956321,reactome,Inosine
Nucleotide salvage,R-HSA-8956321,reactome,Cytidine
Nucleotide salvage,R-HSA-8956321,reactome,adenine
Nucleotide salvage,R-HSA-8956321,reactome,Phosphate
Nucleotide salvage,R-HSA-8956321,reactome,Hypoxanthine
Nucleotide salvage,R-HSA-8956321,reactome,2'-Deoxyguanosine
Nucleotide salvage,R-HSA-8956321,reactome,Uracil
Nucleotide salvage,R-HSA-8956321,reactome,Guanine
Nucleotide salvage,R-HSA-8956321,reactome,Uridine
Nucleotide salvage,R-HSA-8956321,reactome,Pseudouridine
COPI-mediated anterograde transport,R-HSA-6807878,reactome,Phosphate
Synthesis of PI,R-HSA-1483226,reactome,Myo-Inositol
Scavenging by Class H Receptors,R-HSA-3000497,reactome,cholesterol
Regulation of Hypoxia-inducible Factor (HIF) by oxygen,R-HSA-1234174,reactome,Succinate
HDR through Homologous Recombination (HRR),R-HSA-5685942,reactome,Phosphate
Signaling by TGF-beta Receptor Complex,R-HSA-170834,reactome,Nicotinamide
Signaling by TGF-beta Receptor Complex,R-HSA-170834,reactome,Phosphate
Cytosolic sulfonation of small molecules,R-HSA-156584,reactome,Phosphate
Cytosolic sulfonation of small molecules,R-HSA-156584,reactome,cholesterol
Transferrin endocytosis and recycling,R-HSA-917977,reactome,Phosphate
Urea cycle,R-HSA-70635,reactome,Urea
Urea cycle,R-HSA-70635,reactome,Citrulline
Urea cycle,R-HSA-70635,reactome,Phosphate
Sema4D mediated inhibition of cell attachment and migration,R-HSA-416550,reactome,Phosphate
mTOR signalling,R-HSA-165159,reactome,Phosphate
G alpha (q) signalling events,R-HSA-416476,reactome,Histamine
G alpha (q) signalling events,R-HSA-416476,reactome,Glycerol
Metabolic disorders of biological oxidation enzymes,R-HSA-5579029,reactome,5-Oxoproline
ER-Phagosome pathway,R-HSA-1236974,reactome,Phosphate
Cyclin A/B1/B2 associated events during G2/M transition,R-HSA-69273,reactome,Phosphate
Signaling by PTK6,R-HSA-8848021,reactome,Phosphate
PTK6 Down-Regulation,R-HSA-8849472,reactome,Phosphate
Defective SLC3A1 causes cystinuria (CSNU),R-HSA-5619113,reactome,Cystine
Toll Like Receptor TLR1:TLR2 Cascade,R-HSA-168179,reactome,Phosphate
Reactions specific to the complex N-glycan synthesis pathway,R-HSA-975578,reactome,Mannose
Synthesis of PG,R-HSA-1483148,reactome,Choline
Synthesis of PG,R-HSA-1483148,reactome,Glycerol
Synthesis of PG,R-HSA-1483148,reactome,Phosphate
Defective SLC16A1 causes symptomatic deficiency in lactate transport (SDLT),R-HSA-5619070,reactome,Pyruvate
Defective SLC16A1 causes symptomatic deficiency in lactate transport (SDLT),R-HSA-5619070,reactome,Lactate
Reuptake of GABA,R-HSA-888593,reactome,beta-Alanine
Reuptake of GABA,R-HSA-888593,reactome,Betaine
Uptake and function of diphtheria toxin,R-HSA-5336415,reactome,Nicotinamide
Lysine catabolism,R-HSA-71064,reactome,Phosphate
Lysine catabolism,R-HSA-71064,reactome,Pipecolate
Resolution of D-loop Structures through Synthesis-Dependent Strand Annealing (SDSA),R-HSA-5693554,reactome,Phosphate
Defective SLC5A7 causes distal hereditary motor neuronopathy 7A (HMN7A),R-HSA-5658471,reactome,Choline
Toll Like Receptor 7/8 (TLR7/8) Cascade,R-HSA-168181,reactome,Phosphate
VEGFR2 mediated vascular permeability,R-HSA-5218920,reactome,Citrulline
Cell Cycle,R-HSA-1640170,reactome,Phosphate
Cell Cycle,R-HSA-1640170,reactome,Succinate
ABC-family proteins mediated transport,R-HSA-382556,reactome,Phosphate
ABC-family proteins mediated transport,R-HSA-382556,reactome,cholesterol
Mitotic G1-G1/S phases,R-HSA-453279,reactome,Phosphate
L1CAM interactions,R-HSA-373760,reactome,Phosphate
Intrinsic Pathway for Apoptosis,R-HSA-109606,reactome,Phosphate
Epigenetic regulation of gene expression,R-HSA-212165,reactome,Succinate
Epigenetic regulation of gene expression,R-HSA-212165,reactome,Nicotinamide
ERKs are inactivated,R-HSA-202670,reactome,Phosphate
Adenylate cyclase inhibitory pathway,R-HSA-170670,reactome,Phosphate
Rev-mediated nuclear export of HIV RNA,R-HSA-165054,reactome,Phosphate
Gene expression (Transcription),R-HSA-74160,reactome,Fructose-6-phosphate
Gene expression (Transcription),R-HSA-74160,reactome,Succinate
Gene expression (Transcription),R-HSA-74160,reactome,Nicotinamide
Gene expression (Transcription),R-HSA-74160,reactome,Phosphate
Miscellaneous transport and binding events,R-HSA-5223345,reactome,Cystine
HDL clearance,R-HSA-8964011,reactome,cholesterol
HDMs demethylate histones,R-HSA-3214842,reactome,Succinate
Fc epsilon receptor (FCERI) signaling,R-HSA-2454202,reactome,Nicotinamide
Fc epsilon receptor (FCERI) signaling,R-HSA-2454202,reactome,Phosphate
Glycolysis,R-HSA-70171,reactome,Glycerol
Glycolysis,R-HSA-70171,reactome,Pyruvate
Glycolysis,R-HSA-70171,reactome,Citrate
Glycolysis,R-HSA-70171,reactome,Phosphate
Glycolysis,R-HSA-70171,reactome,Fructose-6-phosphate
PI3K Cascade,R-HSA-109704,reactome,Phosphate
Mitochondrial biogenesis,R-HSA-1592230,reactome,Nicotinamide
"Transport of bile salts and organic acids, metal ions and amine compounds",R-HSA-425366,reactome,Betaine
"Transport of bile salts and organic acids, metal ions and amine compounds",R-HSA-425366,reactome,Urea
"Transport of bile salts and organic acids, metal ions and amine compounds",R-HSA-425366,reactome,Spermidine
"Transport of bile salts and organic acids, metal ions and amine compounds",R-HSA-425366,reactome,Taurine
"Transport of bile salts and organic acids, metal ions and amine compounds",R-HSA-425366,reactome,Citrate
"Transport of bile salts and organic acids, metal ions and amine compounds",R-HSA-425366,reactome,Pyruvate
"Transport of bile salts and organic acids, metal ions and amine compounds",R-HSA-425366,reactome,Urate
"Transport of bile salts and organic acids, metal ions and amine compounds",R-HSA-425366,reactome,Succinate
"Transport of bile salts and organic acids, metal ions and amine compounds",R-HSA-425366,reactome,Spermine
"Transport of bile salts and organic acids, metal ions and amine compounds",R-HSA-425366,reactome,Carnitine
"Transport of bile salts and organic acids, metal ions and amine compounds",R-HSA-425366,reactome,Lactate
"Transport of bile salts and organic acids, metal ions and amine compounds",R-HSA-425366,reactome,beta-Alanine
"Transport of bile salts and organic acids, metal ions and amine compounds",R-HSA-425366,reactome,Choline
"Transport of bile salts and organic acids, metal ions and amine compounds",R-HSA-425366,reactome,Creatinine
"Transport of bile salts and organic acids, metal ions and amine compounds",R-HSA-425366,reactome,Histamine
"Transport of bile salts and organic acids, metal ions and amine compounds",R-HSA-425366,reactome,1-Methylnicotinamide
"Transport of bile salts and organic acids, metal ions and amine compounds",R-HSA-425366,reactome,Myo-Inositol
Influenza Infection,R-HSA-168254,reactome,Phosphate
Triglyceride biosynthesis,R-HSA-75109,reactome,Glycerol
Triglyceride biosynthesis,R-HSA-75109,reactome,Phosphate
Signaling by Robo receptor,R-HSA-376176,reactome,Phosphate
NGF-independant TRKA activation,R-HSA-187024,reactome,Adenosine
The phototransduction cascade,R-HSA-2514856,reactome,Phosphate
Glucuronidation,R-HSA-156588,reactome,Glucuronate
ER to Golgi Anterograde Transport,R-HSA-199977,reactome,Phosphate
Regulation of pyruvate dehydrogenase (PDH) complex,R-HSA-204174,reactome,Phosphate
Regulation of pyruvate dehydrogenase (PDH) complex,R-HSA-204174,reactome,Pyruvate
Signaling by VEGF,R-HSA-194138,reactome,Citrulline
Signaling by VEGF,R-HSA-194138,reactome,Phosphate
Signaling by VEGF,R-HSA-194138,reactome,Sphingosine
Chylomicron remodeling,R-HSA-8963901,reactome,cholesterol
Organic anion transporters,R-HSA-428643,reactome,Phosphate
Organic anion transporters,R-HSA-428643,reactome,Lactate
Organic anion transporters,R-HSA-428643,reactome,Malate
Organic anion transporters,R-HSA-428643,reactome,Pyruvate
Abacavir transport and metabolism,R-HSA-2161522,reactome,Inosine
Abacavir transport and metabolism,R-HSA-2161522,reactome,Adenosine
Abacavir transport and metabolism,R-HSA-2161522,reactome,Phosphate
Hh mutants that don't undergo autocatalytic processing are degraded by ERAD,R-HSA-5362768,reactome,Phosphate
Hh mutants that don't undergo autocatalytic processing are degraded by ERAD,R-HSA-5362768,reactome,cholesterol
NGF signalling via TRKA from the plasma membrane,R-HSA-187037,reactome,Phosphate
NGF signalling via TRKA from the plasma membrane,R-HSA-187037,reactome,Nicotinamide
NGF signalling via TRKA from the plasma membrane,R-HSA-187037,reactome,Adenosine
Sphingolipid de novo biosynthesis,R-HSA-1660661,reactome,Sphingosine
Sphingolipid de novo biosynthesis,R-HSA-1660661,reactome,Phosphoethanolamine
Sphingolipid de novo biosynthesis,R-HSA-1660661,reactome,Phosphate
Sphingolipid de novo biosynthesis,R-HSA-1660661,reactome,Sphinganine
Sphingolipid de novo biosynthesis,R-HSA-1660661,reactome,Phytosphingosine
Pyruvate metabolism,R-HSA-70268,reactome,Pyruvate
Pyruvate metabolism,R-HSA-70268,reactome,Phosphate
Pyruvate metabolism,R-HSA-70268,reactome,Lactate
Methionine salvage pathway,R-HSA-1237112,reactome,adenine
Methionine salvage pathway,R-HSA-1237112,reactome,Phosphate
Cholesterol biosynthesis via lathosterol,R-HSA-6807062,reactome,cholesterol
Muscle contraction,R-HSA-397014,reactome,Phosphate
Defective ABCA1 causes Tangier disease,R-HSA-5682113,reactome,cholesterol
Glycogen storage diseases,R-HSA-3229121,reactome,Phosphate
Transport to the Golgi and subsequent modification,R-HSA-948021,reactome,Phosphate
Transport to the Golgi and subsequent modification,R-HSA-948021,reactome,Mannose
Activated PKN1 stimulates transcription of AR (androgen receptor) regulated genes KLK2 and KLK3,R-HSA-5625886,reactome,Succinate
Signalling to ERKs,R-HSA-187687,reactome,Phosphate
DNA Damage Reversal,R-HSA-73942,reactome,Succinate
DNA Damage Reversal,R-HSA-73942,reactome,Adenosine
NCAM signaling for neurite out-growth,R-HSA-375165,reactome,Phosphate
Downregulation of TGF-beta receptor signaling,R-HSA-2173788,reactome,Phosphate
Scavenging by Class F Receptors,R-HSA-3000484,reactome,cholesterol
HIV Life Cycle,R-HSA-162587,reactome,Phosphate
DAP12 interactions,R-HSA-2172127,reactome,Nicotinamide
DAP12 interactions,R-HSA-2172127,reactome,Phosphate
Mitotic Prometaphase,R-HSA-68877,reactome,Phosphate
Defective SLC7A9 causes cystinuria (CSNU),R-HSA-5660883,reactome,Cystine
Processing of DNA double-strand break ends,R-HSA-5693607,reactome,Phosphate
Processing of DNA double-strand break ends,R-HSA-5693607,reactome,Nicotinamide
Amine ligand-binding receptors,R-HSA-375280,reactome,Histamine
Transport of Mature mRNA derived from an Intron-Containing Transcript,R-HSA-159236,reactome,Phosphate
Synthesis of UDP-N-acetyl-glucosamine,R-HSA-446210,reactome,Fructose-6-phosphate
Regulation of TP53 Activity,R-HSA-5633007,reactome,Phosphate
Synthesis of PS,R-HSA-1483101,reactome,Choline
Synthesis of PS,R-HSA-1483101,reactome,Ethanolamine
Neuronal System,R-HSA-112316,reactome,Choline
Neuronal System,R-HSA-112316,reactome,Succinate
Neuronal System,R-HSA-112316,reactome,Ethanolamine
Neuronal System,R-HSA-112316,reactome,Betaine
Neuronal System,R-HSA-112316,reactome,Phosphate
Neuronal System,R-HSA-112316,reactome,beta-Alanine
Mitochondrial translation,R-HSA-5368287,reactome,Phosphate
Regulation of Glucokinase by Glucokinase Regulatory Protein,R-HSA-170822,reactome,Fructose-6-phosphate
Vesicle-mediated transport,R-HSA-5653656,reactome,Mannose
Vesicle-mediated transport,R-HSA-5653656,reactome,cholesterol
Vesicle-mediated transport,R-HSA-5653656,reactome,Phosphate
Phase I - Functionalization of compounds,R-HSA-211945,reactome,Spermine
Phase I - Functionalization of compounds,R-HSA-211945,reactome,Histamine
Phase I - Functionalization of compounds,R-HSA-211945,reactome,cholesterol
Phase I - Functionalization of compounds,R-HSA-211945,reactome,Putrescine
Phase I - Functionalization of compounds,R-HSA-211945,reactome,Spermidine
SIRT1 negatively regulates rRNA Expression,R-HSA-427359,reactome,Nicotinamide
Lysosomal oligosaccharide catabolism,R-HSA-8853383,reactome,Mannose
Hydrolysis of LPE,R-HSA-1483152,reactome,Ethanolamine
Cysteine formation from homocysteine,R-HSA-1614603,reactome,Cystathionine
Signaling by FGFR2,R-HSA-5654738,reactome,Phosphate
Hydroxycarboxylic acid-binding receptors,R-HSA-3296197,reactome,Lactate
Cell surface interactions at the vascular wall,R-HSA-202733,reactome,cholesterol
Cilium Assembly,R-HSA-5617833,reactome,Phosphate
Activation of BH3-only proteins,R-HSA-114452,reactome,Phosphate
Trafficking of AMPA receptors,R-HSA-399719,reactome,Phosphate
Synthesis of PIPs in the nucleus,R-HSA-8847453,reactome,Phosphate
Apoptosis,R-HSA-109581,reactome,Phosphate
Inositol phosphate metabolism,R-HSA-1483249,reactome,Glucuronate
Inositol phosphate metabolism,R-HSA-1483249,reactome,Phosphate
Inositol phosphate metabolism,R-HSA-1483249,reactome,Myo-Inositol
Signaling by FGFR4,R-HSA-5654743,reactome,Phosphate
Asparagine N-linked glycosylation,R-HSA-446203,reactome,Pyruvate
Asparagine N-linked glycosylation,R-HSA-446203,reactome,Phosphate
Asparagine N-linked glycosylation,R-HSA-446203,reactome,Mannose-6-phosphate
Asparagine N-linked glycosylation,R-HSA-446203,reactome,Fructose-6-phosphate
Asparagine N-linked glycosylation,R-HSA-446203,reactome,Mannose
MicroRNA (miRNA) biogenesis,R-HSA-203927,reactome,Phosphate
Cap-dependent Translation Initiation,R-HSA-72737,reactome,Phosphate
Nicotinate metabolism,R-HSA-196807,reactome,Pyruvate
Nicotinate metabolism,R-HSA-196807,reactome,Lactate
Nicotinate metabolism,R-HSA-196807,reactome,Nicotinamide
Nicotinate metabolism,R-HSA-196807,reactome,Phosphate
Nicotinate metabolism,R-HSA-196807,reactome,1-Methylnicotinamide
