"","source_id","metabolites","ontology"
"2008672","kegg:C00124","D-Galactose;","Blood"
"2008700","kegg:C00002","Adenosine triphosphate","Blood"
"2008716","kegg:C07790","Phenindamine","Blood"
"2008752","kegg:C05852","Ortho-Hydroxyphenylacetic acid","Blood"
"2008781","kegg:C02728","N(6)-Methyllysine","Blood"
"2008788","kegg:C06689","Vancomycin","Blood"
"2008806","kegg:C11733","Decamethonium","Blood"
"2008814","kegg:C16656","2-Propyl-2,4-pentadienoic acid","Blood"
"2008823","kegg:C07035","Guanadrel Sulfate","Blood"
"2008829","kegg:C00389","Quercetin","Blood"
"2008834","kegg:C07378","Procyclidine","Blood"
"2008855","kegg:C06862","Busulfan","Blood"
"2008864","kegg:C06910","Cisapride","Blood"
"2008869","kegg:C12531","Tazarotene","Blood"
"2008877","kegg:C00440","5-Methyltetrahydrofolic acid","Blood"
"2008933","kegg:C12525","5a-Androstane-3b,17b-diol","Blood"
"2008937","kegg:C07505","Ethosuximide","Blood"
"2008962","kegg:C00198","Gluconolactone","Blood"
"2008967","kegg:C10470","Isoferulic acid","Blood"
"2009009","kegg:C07673","Phenformin","Blood"
"2009040","kegg:C00013","Pyrophosphate","Blood"
"2009044","kegg:C06997","Fenoprofen","Blood"
"2009060","kegg:C07760","Brinzolamide","Blood"
"2009072","kegg:C02154","Glyceraldehyde","Blood"
"2009082","kegg:C12537","Benzyl Benzoate","Blood"
"2009155","kegg:C00059","Sulfate","Blood"
"2009167","kegg:C00449","Saccharopine","Blood"
"2009174","kegg:C04742","15(S)-HETE","Blood"
"2009183","kegg:C07482","Montelukast","Blood"
"2009215","kegg:C07266","Nifedipine","Blood"
"2009268","kegg:C07080","Loperamide","Blood"
"2009283","kegg:C07493","10-Hydroxycarbazepine","Blood"
"2009330","kegg:C07661","Gatifloxacin","Blood"
"2009331","kegg:C05593","3-Hydroxyphenylacetic acid","Blood"
"2009409","kegg:C06267","Vanadium","Blood"
"2009411","kegg:C07886","Brimonidine","Blood"
"2009413","kegg:C07497","Malathion","Blood"
"2009472","kegg:C06543","Solanidine","Blood"
"2009474","kegg:C00186","L-Lactic acid","Blood"
"2009487","kegg:C00262","Hypoxanthine","Blood"
"2009594","kegg:C07131","Thiabendazole","Blood"
"2009599","kegg:C07553","Vecuronium","Blood"
"2009608","kegg:C11228","Estramustine","Blood"
"2009616","kegg:C00400","Menthol","Blood"
"2009623","kegg:C07065","Lamivudine","Blood"
"2009630","kegg:C06539","Reserpine","Blood"
"2009673","kegg:C14813","11H-14,15-EETA","Blood"
"2009705","kegg:C12766","Cyclacillin","Blood"
"2009750","kegg:C06681","Mitomycin","Blood"
"2009765","kegg:C01262","Anserine","Blood"
"2009773","kegg:C07522","Etomidate","Blood"
"2009788","kegg:C00543","Dimethylamine","Blood"
"2009790","kegg:C05432","Lycopene","Blood"
"2009808","kegg:C11118","2-Pyrrolidinone","Blood"
"2009838","kegg:C07500","Vigabatrin","Blood"
"2009917","kegg:C07751","Dofetilide","Blood"
"2009942","kegg:C03594","7a-Hydroxycholesterol","Blood"
"2009973","kegg:C06971","Doxepin","Blood"
"2010010","kegg:C06888","Cefprozil","Blood"
"2010019","kegg:C00698","Cl-;","Blood"
"2010083","kegg:C07379","Promazine","Blood"
"2010084","kegg:C00647","Pyridoxamine 5'-phosphate","Blood"
"2010107","kegg:C05979","Propyl alcohol","Blood"
"2010112","kegg:C07180","Tripelennamine","Blood"
"2010154","kegg:C17148","Oleanolic acid","Blood"
"2010166","kegg:C06856","Bromocriptine","Blood"
"2010196","kegg:C11686","Uracil mustard","Blood"
"2010227","kegg:C07367","Praziquantel","Blood"
"2010237","kegg:C01375","Tacrolimus","Blood"
"2010249","kegg:C16537","Pentadecanoic acid","Blood"
"2010257","kegg:C07949","Tolcapone","Blood"
"2010265","kegg:C06824","Amitriptyline","Blood"
"2010267","kegg:C13594","Amrinone","Blood"
"2010276","kegg:C07010","Fluphenazine","Blood"
"2010306","kegg:C06935","Cyproheptadine","Blood"
"2010311","kegg:C02168","5,7-Dihydroxyisoflavone","Blood"
"2010340","kegg:C01416","Cocaine","Blood"
"2010355","kegg:C07141","Timolol","Blood"
"2010385","kegg:C00037","Glycine","Blood"
"2010389","kegg:C14748","20-Hydroxyeicosatetraenoic aci","Blood"
"2010402","kegg:C08057","Cycloserine","Blood"
"2010443","kegg:C07789","Olopatadine","Blood"
"2010514","kegg:C14833","9,12,13-TriHOME","Blood"
"2010522","kegg:C08014","Levorphanol","Blood"
"2010524","kegg:C07411","Paramethadione","Blood"
"2010535","kegg:C00067","Formaldehyde","Blood"
"2010539","kegg:C02588","Retinyl palmitate","Blood"
"2010578","kegg:C07202","Metoprolol","Blood"
"2010598","kegg:C07513","Methoxamine","Blood"
"2010619","kegg:C01657","N-Acetyl-L-tyrosine","Blood"
"2010641","kegg:C01959","Taurocyamine","Blood"
"2010727","kegg:C07073","Lidocaine","Blood"
"2010791","kegg:C07416","Penbutolol","Blood"
"2010823","kegg:C00150","Molybdenum","Blood"
"2010874","kegg:C06875","Carvedilol","Blood"
"2010881","kegg:C07111","Ethylbenzene","Blood"
"2010895","kegg:C16622","N,N'-Diacetylhydrazine","Blood"
"2010900","kegg:C16678","4-oxo-Retinoic acid","Blood"
"2010915","kegg:C02494","1-Methyladenosine","Blood"
"2010916","kegg:C14765","13-OxoODE","Blood"
"2010936","kegg:C12567","Magnesium oxide","Blood"
"2010947","kegg:C06944","Desmopressin","Blood"
"2010952","kegg:C00034","Manganese","Blood"
"2010959","kegg:C07020","Gemfibrozil","Blood"
"2011038","kegg:C06951","Dicyclomine","Blood"
"2011093","kegg:C07415","Paroxetine","Blood"
"2011112","kegg:C16546","N-Desmethyltamoxifen","Blood"
"2011116","kegg:C11181","Proflavine","Blood"
"2011138","kegg:C00033","Acetic acid","Blood"
"2011175","kegg:C00048","Glyoxylic acid","Blood"
"2011178","kegg:C16359","1-Methyluric acid","Blood"
"2011197","kegg:C08146","Linezolid","Blood"
"2011208","kegg:C00068","Thiamine pyrophosphate","Blood"
"2011276","kegg:C17061","Rubidium","Blood"
"2011285","kegg:C00669","gamma-Glutamylcysteine","Blood"
"2011317","kegg:C00072","Ascorbic acid","Blood"
"2011335","kegg:C07650","Gemcitabine","Blood"
"2011359","kegg:C06965","Disopyramide","Blood"
"2011372","kegg:C01227","Dehydroepiandrosterone","Blood"
"2011374","kegg:C11696","Practolol","Blood"
"2011392","kegg:C00515","D-Ornithine","Blood"
"2011395","kegg:C07480","Theobromine","Blood"
"2011399","kegg:C07467","Eprosartan","Blood"
"2011407","kegg:C13856","2-Arachidonylglycerol","Blood"
"2011415","kegg:C08012","Levomethadyl Acetate","Blood"
"2011422","kegg:C07403","Prochlorperazine","Blood"
"2011424","kegg:C07404","Promethazine","Blood"
"2011476","kegg:C12139","Petunidin 3-glucoside","Blood"
"2011532","kegg:C13843","17,18-EpETE","Blood"
"2011541","kegg:C04042","20a-Dihydroprogesterone","Blood"
"2011566","kegg:C00230","Protocatechuic acid","Blood"
"2011646","kegg:C07264","Nicardipine","Blood"
"2011700","kegg:C07373","Probucol","Blood"
"2011708","kegg:C01530","Stearic acid","Blood"
"2011730","kegg:C07518","Isoflurane","Blood"
"2011742","kegg:C05441","Ergocalciferol","Blood"
"2011747","kegg:C12755","Mequitazine","Blood"
"2011752","kegg:C16655","2-n-Propyl-4-oxopentanoic acid","Blood"
"2011786","kegg:C06881","Cefixime","Blood"
"2011820","kegg:C06885","Cefotaxime","Blood"
"2011821","kegg:C07777","Buclizine","Blood"
"2011833","kegg:C16560","3-Hydroxylidocaine","Blood"
"2011857","kegg:C01904","D-Arabitol","Blood"
"2011881","kegg:C00526","Deoxyuridine","Blood"
"2011887","kegg:C16651","3-Hydroxyvalproic acid","Blood"
"2011896","kegg:C16624","Isoniazid pyruvate","Blood"
"2011971","kegg:C00006","NADP","Blood"
"2011975","kegg:C03139","Guanidinosuccinic acid","Blood"
"2011994","kegg:C00146","Phenol","Blood"
"2012049","kegg:C02614","(S)-2-Methylmalate;","Blood"
"2012055","kegg:C07569","Propylthiouracil","Blood"
"2012108","kegg:C08117","Ceftibuten","Blood"
"2012137","kegg:C07629","Desogestrel","Blood"
"2012187","kegg:C06869","Carbenicillin","Blood"
"2012188","kegg:C07537","Ethylmorphine","Blood"
"2012198","kegg:C01965","Trimethoprim","Blood"
"2012213","kegg:C07798","Dihydroergotamine","Blood"
"2012245","kegg:C12448","Ecgonine methyl ester","Blood"
"2012247","kegg:C07149","Tolmetin","Blood"
"2012279","kegg:C16653","2-ene-Valproic acid","Blood"
"2012403","kegg:C07323","Olsalazine","Blood"
"2012434","kegg:C00906","Dihydrothymine","Blood"
"2012441","kegg:C01502","Guaiacol","Blood"
"2012466","kegg:C16601","2-Hydroxycarbamazepine","Blood"
"2012471","kegg:C00486","Bilirubin","Blood"
"2012485","kegg:C07941","Biperiden","Blood"
"2012497","kegg:C06710","Silver","Blood"
"2012515","kegg:C07792","Naratriptan","Blood"
"2012551","kegg:C06808","Acetohydroxamic Acid","Blood"
"2012574","kegg:C07321","Ofloxacin","Blood"
"2012587","kegg:C06949","Diazoxide","Blood"
"2012598","kegg:C07880","Ursodeoxycholic acid","Blood"
"2012609","kegg:C07174","Trimethaphan","Blood"
"2012621","kegg:C02961","Cytarabine","Blood"
"2012634","kegg:C08126","Penicillin V","Blood"
"2012710","kegg:C07127","Terazosin","Blood"
"2012711","kegg:C07909","Sirolimus;","Blood"
"2012749","kegg:C08526","Galantamine","Blood"
"2012780","kegg:C01672","Cadaverine","Blood"
"2012793","kegg:C05629","Hydrocinnamic acid","Blood"
"2012808","kegg:C07870","Bismuth Subsalicylate","Blood"
"2012850","kegg:C00255","Riboflavin","Blood"
"2012859","kegg:C07919","Metocurine","Blood"
"2012861","kegg:C01570","D-Leucine","Blood"
"2012911","kegg:C07424","Pentoxifylline","Blood"
"2012915","kegg:C01189","Lathosterol","Blood"
"2012921","kegg:C02046","Hyoscyamine","Blood"
"2012936","kegg:C05669","Bovinocidin","Blood"
"2012955","kegg:C07914","Levobunolol","Blood"
"2012976","kegg:C16545","Tamoxifen N-oxide","Blood"
"2012982","kegg:C16620","6-Methylthioguanosine monophos","Blood"
"2013031","kegg:C06830","Anisotropine Methylbromide","Blood"
"2013061","kegg:C12058","Cerulenin","Blood"
"2013062","kegg:C13691","Dopamine 4-sulfate","Blood"
"2013073","kegg:C00238","Potassium","Blood"
"2013078","kegg:C01104","Trimethylamine N-oxide","Blood"
"2013096","kegg:C00112","CDP","Blood"
"2013107","kegg:C16357","3-Methylxanthine","Blood"
"2013121","kegg:C07188","Verapamil","Blood"
"2013144","kegg:C02477","Alpha-Tocopherol","Blood"
"2013223","kegg:C16557","Carboxyifosfamide","Blood"
"2013233","kegg:C08647","Cyanidin 3-galactoside","Blood"
"2013239","kegg:C02765","Pseudoephedrine","Blood"
"2013240","kegg:C00137","myo-Inositol","Blood"
"2013290","kegg:C10874","Podofilox","Blood"
"2013316","kegg:C07849","Methantheline","Blood"
"2013319","kegg:C15819","Micafungin","Blood"
"2013330","kegg:C16453","4-(Methylnitrosamino)-1-(3-pyr","Blood"
"2013346","kegg:C03567","(±)-2'-Hydroxydihydrodaidzein","Blood"
"2013360","kegg:C10966","Chlorpromazine-N-oxide","Blood"
"2013410","kegg:C02075","Retinyl ester","Blood"
"2013473","kegg:C07647","Phosphoramide mustard","Blood"
"2013524","kegg:C07270","Nizatidine","Blood"
"2013591","kegg:C08233","Risedronate","Blood"
"2013598","kegg:C14827","(10E,12Z)-(9S)-9-Hydroperoxyoc","Blood"
"2013605","kegg:C14172","Hexylcaine","Blood"
"2013620","kegg:C00814","Biochanin A","Blood"
"2013665","kegg:C16631","alpha-Fluoro-beta-ureidopropio","Blood"
"2013695","kegg:C07750","Tolterodine","Blood"
"2013730","kegg:C05302","2-Methoxyestradiol","Blood"
"2013739","kegg:C05704","Selenocystine","Blood"
"2013745","kegg:C07014","Fluvastatin","Blood"
"2013774","kegg:C01606","Phthalic acid","Blood"
"2013803","kegg:C07768","Azelastine","Blood"
"2013804","kegg:C00270","N-Acetylneuraminate;","Blood"
"2013805","kegg:C07974","Suramin","Blood"
"2013830","kegg:C05568","Imidazolelactate;","Blood"
"2013856","kegg:C01576","Etoposide","Blood"
"2013876","kegg:C00544","Homogentisic acid","Blood"
"2013890","kegg:C06754","Chloroacetaldehyde;","Blood"
"2013896","kegg:C00244","Nitrate","Blood"
"2013910","kegg:C00696","Prostaglandin D2","Blood"
"2013915","kegg:C06977","Enalapril","Blood"
"2013924","kegg:C08075","Oxiconazole","Blood"
"2013937","kegg:C06195","Imidazolone","Blood"
"2013955","kegg:C14536","Glycitein","Blood"
"2013960","kegg:C13829","Adrenoyl ethanolamide","Blood"
"2013979","kegg:C08154","Nandrolone decanoate","Blood"
"2013986","kegg:C06955","Digitoxin","Blood"
"2014020","kegg:C08065","Butoconazole","Blood"
"2014023","kegg:C06263","Silicon","Blood"
"2014040","kegg:C00177","Cyanide","Blood"
"2014044","kegg:C08277","Sebacic acid","Blood"
"2014089","kegg:C06454","Fosfomycin","Blood"
"2014096","kegg:C08309","5-Methoxydimethyltryptamine","Blood"
"2014104","kegg:C16648","4-ene-Valproic acid","Blood"
"2014120","kegg:C01531","Sulindac","Blood"
"2014182","kegg:C07447","Acetylhydrazine","Blood"
"2014198","kegg:C06963","Dipivefrin","Blood"
"2014211","kegg:C07108","Tamoxifen","Blood"
"2014232","kegg:C07888","Cyclophosphamide","Blood"
"2014239","kegg:C06902","Chlorhexidine","Blood"
"2014285","kegg:C03323","Inulin","Blood"
"2014287","kegg:C07866","Dolasetron","Blood"
"2014297","kegg:C02515","Iodotyrosine","Blood"
"2014325","kegg:C07455","Nitroglycerin","Blood"
"2014330","kegg:C05849","Vitamin-K-epoxide","Blood"
"2014337","kegg:C01571","Capric acid","Blood"
"2014356","kegg:C00379","D-Xylitol","Blood"
"2014359","kegg:C04227","p-Octopamine","Blood"
"2014406","kegg:C01926","Indomethacin","Blood"
"2014415","kegg:C13768","Colistin","Blood"
"2014418","kegg:C00587","3-Hydroxybenzoic acid","Blood"
"2014419","kegg:C02486","Beta-Leucine","Blood"
"2014449","kegg:C05497","21-Deoxycortisol","Blood"
"2014457","kegg:C01060","3,5-Diiodo-L-tyrosine","Blood"
"2014515","kegg:C06863","Butorphanol","Blood"
"2014571","kegg:C11527","p-Hydroxymandelic acid","Blood"
"2014596","kegg:C05442","Stigmasterol","Blood"
"2014633","kegg:C07489","Glutethimide","Blood"
"2014682","kegg:C01494","trans-Ferulic acid","Blood"
"2014683","kegg:C16606","Carbamazepine-O-quinone","Blood"
"2014740","kegg:C07706","Perindopril","Blood"
"2014745","kegg:C00642","p-Hydroxyphenylacetic acid","Blood"
"2014771","kegg:C00568","p-Aminobenzoic acid","Blood"
"2014807","kegg:C08813","Brassicasterol","Blood"
"2014830","kegg:C01468","p-Cresol","Blood"
"2014831","kegg:C07463","Terfenadine","Blood"
"2014835","kegg:C01159","2,3-Diphosphoglyceric acid","Blood"
"2014854","kegg:C14717","15-Deoxy-d-12,14-PGJ2","Blood"
"2014872","kegg:C05361","Hydrazine","Blood"
"2014903","kegg:C14605","Drostanolone","Blood"
"2014907","kegg:C12599","Emtricitabine","Blood"
"2014913","kegg:C16616","6-Mercaptopurine ribonucleosid","Blood"
"2014954","kegg:C00458","dCTP","Blood"
"2014964","kegg:C08019","Oxymorphone","Blood"
"2014965","kegg:C19610","Manganese","Blood"
"2014982","kegg:C07664","Trovafloxacin","Blood"
"2015056","kegg:C10205","Coumesterol","Blood"
"2015091","kegg:C07934","Metaxalone","Blood"
"2015093","kegg:C11924","Perillic acid","Blood"
"2015163","kegg:C07492","Oxcarbazepine","Blood"
"2015174","kegg:C00155","Homocysteine","Blood"
"2015200","kegg:C07868","Metoclopramide","Blood"
"2015225","kegg:C15562","Benzylamine","Blood"
"2015229","kegg:C06991","Etodolac","Blood"
"2015233","kegg:C19670","Oleamide","Blood"
"2015250","kegg:C05512","Deoxyinosine","Blood"
"2015285","kegg:C00628","Gentisic acid","Blood"
"2015298","kegg:C06849","Betaxolol","Blood"
"2015300","kegg:C08033","Dalfopristin","Blood"
"2015309","kegg:C13802","Prostaglandin D3","Blood"
"2015320","kegg:C07452","Tizanidine","Blood"
"2015349","kegg:C11158","Topotecan","Blood"
"2015352","kegg:C07561","Carbon tetrachloride","Blood"
"2015415","kegg:C08160","Bicalutamide","Blood"
"2015428","kegg:C16633","5-Fluorouridine","Blood"
"2015480","kegg:C07221","Mezlocillin","Blood"
"2015506","kegg:C08122","Bacampicillin","Blood"
"2015527","kegg:C01845","Isopropyl alcohol","Blood"
"2015530","kegg:C07239","Ritodrine","Blood"
"2015566","kegg:C05838","Coumaric acid","Blood"
"2015606","kegg:C13690","Dopamine 3-O-sulfate","Blood"
"2015610","kegg:C07495","10,11-Dihydroxycarbamazepine","Blood"
"2015620","kegg:C06850","Bethanechol","Blood"
"2015623","kegg:C07205","Metyrapone","Blood"
"2015625","kegg:C07168","Trifluoperazine","Blood"
"2015663","kegg:C01035","4-Guanidinobutanoic acid","Blood"
"2015665","kegg:C00483","Tyramine","Blood"
"2015666","kegg:C11714","1-Naphthol","Blood"
"2015673","kegg:C00245","Taurine","Blood"
"2015675","kegg:C07999","Furazolidone","Blood"
"2015724","kegg:C14458","Dihydrogenistein","Blood"
"2015752","kegg:C01953","Pregnenolone","Blood"
"2015754","kegg:C09314","Trioxsalen","Blood"
"2015767","kegg:C06914","Clindamycin","Blood"
"2015777","kegg:C07177","Meticillin","Blood"
"2015814","kegg:C07421","Pentazocine","Blood"
"2015816","kegg:C04153","N2-Methylguanine","Blood"
"2015833","kegg:C01542","o-Cresol","Blood"
"2015858","kegg:C08032","Quinupristin","Blood"
"2015878","kegg:C02735","2-Hydroxyphenethylamine","Blood"
"2015913","kegg:C08173","Cortisone acetate","Blood"
"2015949","kegg:C01586","Hippuric acid","Blood"
"2015985","kegg:D00348","13-cis-Retinoic acid","Blood"
"2015992","kegg:C08162","Exemestane","Blood"
"2015996","kegg:C07107","Maprotiline","Blood"
"2015997","kegg:C14829","12,13-DHOME","Blood"
"2016002","kegg:C07774","Azatadine","Blood"
"2016027","kegg:C00213","Sarcosine","Blood"
"2016042","kegg:C12535","Tranexamic Acid","Blood"
"2016074","kegg:C07764","Methazolamide","Blood"
"2016082","kegg:C06882","Cefonicid","Blood"
"2016085","kegg:C00573","Keratan","Blood"
"2016121","kegg:C07839","Ethotoin","Blood"
"2016140","kegg:C01231","Alpha-D-Glucose 1,6-bisphospha","Blood"
"2016198","kegg:C06953","Didanosine","Blood"
"2016273","kegg:C11715","Lucanthone","Blood"
"2016287","kegg:C05824","Cysteine-S-sulfate","Blood"
"2016314","kegg:C14773","8,9-DiHETrE","Blood"
"2016358","kegg:C12662","Josamycin","Blood"
"2016368","kegg:C02372","4-Aminophenol","Blood"
"2016384","kegg:C14768","5,6-Epoxy-8,11,14-eicosatrieno","Blood"
"2016413","kegg:C01152","3-Methylhistidine","Feces"
"2016489","kegg:C00049","L-Aspartic acid","Feces"
"2016601","kegg:C14395","alpha-Methylstyrene","Feces"
"2016615","kegg:C12293","3-Methylbutyl formate","Feces"
"2016704","kegg:C05660","5-Methoxyindoleacetate","Feces"
"2016717","kegg:C00666","Diaminopimelic acid","Feces"
"2016732","kegg:C11249","Cyclohexane","Feces"
"2016733","kegg:C00515","D-Ornithine","Feces"
"2016771","kegg:C08383","Methyl 2-propenyl disulfide","Feces"
"2016860","kegg:D01924","Octadecanol","Feces"
"2016960","kegg:C05411","L-Xylonate","Feces"
"2017008","kegg:C05582","Homovanillic acid","Feces"
"2017018","kegg:C01744","Desaminotyrosine","Feces"
"2017112","kegg:C19837","Indole-3-carboxylic acid","Feces"
"2017257","kegg:C00986","1,3-Diaminopropane","Feces"
"2017263","kegg:C02277","Dodecanol","Feces"
"2017283","kegg:C08367","Vaccenic acid","Feces"
"2017309","kegg:C01390","Prenol","Feces"
"2017345","kegg:C10470","Isoferulic acid","Feces"
"2017411","kegg:C05607","D-Phenyllactic acid","Feces"
"2017424","kegg:C16834","1-Pentanol","Feces"
"2017446","kegg:C01013","Hydroxypropionic acid","Feces"
"2017448","kegg:C16535","Nonadecanoic acid","Feces"
"2017558","kegg:C16741","5-Hydroxylysine","Feces"
"2017578","kegg:C19907","Pyrrole","Feces"
"2017626","kegg:C00491","L-Cystine","Feces"
"2017638","kegg:C04300","Estradiol-17alpha 3-D-glucuron","Feces"
"2017641","kegg:C08353","Beta-D-ribopyranose","Feces"
"2017663","kegg:C00079","L-Phenylalanine","Feces"
"2017689","kegg:C14710","Isobutanol","Feces"
"2017700","kegg:C04102","1-palmitoylglycerophosphocholi","Feces"
"2017737","kegg:C03793","N6,N6,N6-Trimethyl-L-lysine","Feces"
"2017886","kegg:C11136","Etiocholanolone glucuronide","Feces"
"2017902","kegg:C00532","L-Arabitol","Feces"
"2017944","kegg:C11131","2-Methoxy-estradiol-17b 3-gluc","Feces"
"2017948","kegg:C14641","CE(18:1(9Z))","Feces"
"2017955","kegg:C01407","Benzene","Feces"
"2017975","kegg:C07086","Phenylacetic acid","Feces"
"2018051","kegg:C00272","Sapropterin","Feces"
"2018207","kegg:C00431","5-Aminopentanoic acid","Feces"
"2018237","kegg:C19806","1,2,3-Propanetricarboxylic aci","Feces"
"2018330","kegg:C08323","Nervonic acid","Feces"
"2018415","kegg:C06428","Eicosapentaenoic acid","Feces"
"2018500","kegg:C00327","Citrulline","Feces"
"2018520","kegg:C00962","Beta-D-Galactose","Feces"
"2018521","kegg:C00712","Oleic acid","Feces"
"2018533","kegg:C18587","Methyl isothiocyanate","Feces"
"2018551","kegg:C01949","2-Pentanone","Feces"
"2018554","kegg:C00519","Hypotaurine","Feces"
"2018570","kegg:C01770","Gamma-Butyrolactone","Feces"
"2018633","kegg:C00152","L-Asparagine","Feces"
"2018695","kegg:C14088","3-Cresotinic acid","Feces"
"2018779","kegg:C00188","L-Threonine","Feces"
"2018850","kegg:C01633","Decyl alcohol ","Feces"
"2018903","kegg:C12978","Epi-coprostanol","Feces"
"2018906","kegg:C11115","5-Methyl-2-furancarboxaldehyde","Feces"
"2018944","kegg:C00714","Pectin;","Feces"
"2018946","kegg:C08348","Pectin","Feces"
"2019005","kegg:C00386","Carnosine","Feces"
"2019099","kegg:C03519","N-Acetyl-L-phenylalanine","Feces"
"2019108","kegg:C10172","Proline betaine","Feces"
"2019169","kegg:C09900","Gamma-terpinene","Feces"
"2019218","kegg:C12621","m-Coumaric acid","Feces"
"2019242","kegg:C04294","5-(2-Hydroxyethyl)-4-methylthi","Feces"
"2019255","kegg:C00396","Pyrimidine","Feces"
"2019348","kegg:C02242","7-Methylguanine","Feces"
"2019353","kegg:C05235","Hydroxyacetone","Feces"
"2019368","kegg:C06151","Levoinositol","Feces"
"2019397","kegg:C05282","gamma-Glutamylglutamic acid","Feces"
"2019424","kegg:C01933","L-Norleucine","Feces"
"2019474","kegg:C02504","2-Isopropylmalic acid","Feces"
"2019535","kegg:C02519","p-Anisic acid","Feces"
"2019584","kegg:C00601","Phenylacetaldehyde","Feces"
"2019588","kegg:C17076","Tridecanoic acid","Feces"
"2019600","kegg:C08380","2-Heptanone","Feces"
"2019653","kegg:C11135","Androsterone glucuronide","Feces"
"2019700","kegg:C08614","Violaxanthin","Feces"
"2019750","kegg:C16366","5-Acetylamino-6-amino-3-methyl","Feces"
"2019758","kegg:C00016","FAD","Feces"
"2019760","kegg:C00217","D-Glutamic acid","Feces"
"2019782","kegg:C01387","Octane","Feces"
"2019846","kegg:C02678","Dodecanedioic acid","Feces"
"2019902","kegg:C14200","4-tert-Butylphenol","Feces"
"2019924","kegg:C02712","N-Acetyl-L-methionine","Feces"
"2019957","kegg:C00122","Fumaric acid","Feces"
"2020076","kegg:C01087","D-2-Hydroxyglutaric acid","Feces"
"2020088","kegg:C16537","Pentadecanoic acid","Feces"
"2020091","kegg:C01685","Ribonic acid","Feces"
"2020112","kegg:C20155","8-Hydroxyguanine","Feces"
"2020168","kegg:C00214","Thymidine","Feces"
"2020175","kegg:C00233","Ketoleucine","Feces"
"2020241","kegg:C04483","Deoxycholic acid","Feces"
"2020287","kegg:C04230","LysoPC(24:0)","Feces"
"2020333","kegg:C00041","L-Alanine","Feces"
"2020394","kegg:C01545","Octanal","Feces"
"2020412","kegg:C16513","Docosapentaenoic acid","Feces"
"2020468","kegg:C13550","24-Hydroxycholesterol","Feces"
"2020477","kegg:C05589","Normetanephrine","Feces"
"2020493","kegg:C00078","L-Tryptophan","Feces"
"2020560","kegg:C16884","D-Threitol","Feces"
"2020588","kegg:C01481","Caffeic acid","Feces"
"2020592","kegg:C00181","D-Xylose","Feces"
"2020638","kegg:C00989","4-Hydroxybutyric acid","Feces"
"2020705","kegg:C08316","Erucic acid","Feces"
"2020714","kegg:C05791","D-Urobilinogen","Feces"
"2020754","kegg:C03465","3-Methyl-2-oxovaleric acid","Feces"
"2020798","kegg:C12304","n-Butyl acetate","Feces"
"2020828","kegg:C01384","Maleic acid","Feces"
"2020889","kegg:C00580","Dimethylsulfide","Feces"
"2020910","kegg:C05466","Chenodeoxycholic acid glycine ","Feces"
"2020951","kegg:C13639","Methylephedrine","Feces"
"2020968","kegg:C00299","Uridine","Feces"
"2021031","kegg:C02710","N-Acetylleucine","Feces"
"2021055","kegg:C00148","L-Proline","Feces"
"2021077","kegg:C16525","Eicosadienoic acid","Feces"
"2021091","kegg:C08390","1-Propanethiol","Feces"
"2021094","kegg:C00398","Tryptamine","Feces"
"2021112","kegg:C14509","Tridecanol","Feces"
"2021115","kegg:C00633","4-Hydroxybenzaldehyde","Feces"
"2021195","kegg:C19317","Allyl isothiocyanate","Feces"
"2021215","kegg:C01020","6-Hydroxynicotinic acid","Feces"
"2021238","kegg:C02953","Dihydrobiopterin","Feces"
"2021251","kegg:C09642","Salsolinol","Feces"
"2021300","kegg:C06142","1-Butanol","Feces"
"2021319","kegg:C02183","1,3,5-Trihydroxybenzene","Feces"
"2021323","kegg:C01471","Acrolein","Feces"
"2021367","kegg:C00219","Arachidonic acid","Feces"
"2021404","kegg:C00140","N-Acetyl-D-glucosamine","Feces"
"2021408","kegg:C00230","Protocatechuic acid","Feces"
"2021412","kegg:C00387","Guanosine","Feces"
"2021495","kegg:C00380","Cytosine","Feces"
"2021538","kegg:C01746","Piperidine","Feces"
"2021561","kegg:C00383","Malonic acid","Feces"
"2021621","kegg:C07215","2-Methylbenzoic acid","Feces"
"2021657","kegg:C00565","Trimethylamine","Feces"
"2021666","kegg:C01717","Kynurenic acid","Feces"
"2021689","kegg:C07660","Levofloxacin","Feces"
"2021770","kegg:C02917","(S)-Propane-1,2-diol","Feces"
"2021774","kegg:C00208","D-Maltose","Feces"
"2021786","kegg:C12283","Saccharin","Feces"
"2021836","kegg:C00385","Xanthine","Feces"
"2021913","kegg:C04295","5-Androstenediol","Feces"
"2021952","kegg:C02592","Lithocholyltaurine","Feces"
"2021980","kegg:C00475","Cytidine","Feces"
"2022005","kegg:C07151","1,1-Dimethylbiguanide","Feces"
"2022038","kegg:C00956","Aminoadipic acid","Feces"
"2022048","kegg:C07212","o-Xylene","Feces"
"2022051","kegg:C00032","Heme","Feces"
"2022072","kegg:C06429","Docosahexaenoic acid","Feces"
"2022099","kegg:C14151","Delta-Tocopherol","Feces"
"2022161","kegg:C09902","Alpha-Terpineol","Feces"
"2022182","kegg:C17148","Oleanolic acid","Feces"
"2022223","kegg:C18319","Ethylmethylacetic acid","Feces"
"2022250","kegg:C05442","Stigmasterol","Feces"
"2022271","kegg:C00797","Ethylamine","Feces"
"2022309","kegg:C03284","(S)-b-aminoisobutyric acid","Feces"
